id,created_at,name,description,image_url,video_url,release_date,language,status,director_id,studio_id
50,2023-02-03 12:45:04.659695+00,Doctor Strange in the Multiverse of Madness,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/9Gtg2DzBhmYamXBS1hKAhiwbBKS.jpg,https://youtu.be/Rt_UqUm38BI,2022-05-06,English,2,34,9
51,2023-02-03 12:47:16.329062+00,Black Panther,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/uxzzxijgPIY7slzFvMotPv8wjKA.jpg,https://youtu.be/dxWvtMOGAhw,2018-02-16,English,2,35,9
55,2023-02-03 12:58:30.392446+00,Spider-Man: No Way Home,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/uJYYizSuA9Y3DCs0qS4qWvHfZg4.jpg,https://youtu.be/iqyPvdsOWKk,2022-08-31,English,2,38,8
60,2023-02-04 02:51:07.613598+00,Guardians of the Galaxy,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/r7vmZjiyZw9rpJMQJdXpjgiCOk9.jpg,https://youtu.be/b7yOuhI1dzU,2014-08-01,English,2,40,9
63,2023-02-04 02:58:58.866794+00,Jurassic World: Fallen Kingdom,"When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/hQQdOosCm3nc5CO5CmdLtaGJGmq.jpg,https://youtu.be/266EI7hdjFs,2018-06-22,English,2,42,12
66,2023-02-04 03:12:26.206389+00,The Hunger Games: Catching Fire,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/6Szz3g7ngNsYU2oPqsZwMzqUnLC.jpg,https://youtu.be/jyPnQw_Lqds,2013-11-22,English,2,45,19
81,2023-02-04 08:45:09.53148+00,Maleficent,"A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land. Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom – and to Maleficent's true happiness as well.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ik8PugpL41s137RAWEGTAWu0dPo.jpg,https://youtu.be/704EXbJ-b5k,2014-05-30,English,2,52,21
84,2023-02-04 09:02:22.033096+00,Transformers,Young teenager Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/sR2xIEBQUoIVPGZOOfnMrpRcUCV.jpg,https://youtu.be/CbX_SIz_9fk,2007-07-02,English,2,55,1
59,2023-02-03 13:09:09.280554+00,The Falcon and the Winter Soldier,"Following the events of “Avengers: Endgame”, the Falcon, Sam Wilson and the Winter Soldier, Bucky Barnes team up in a global adventure that tests their abilities, and their patience.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/6kbAMLteGO8yyewYau6bJ683sw7.jpg,https://youtu.be/62EB4JniuTc,2021-03-19,English,2,,9
61,2023-02-04 02:52:19.715658+00,Guardians of the Galaxy Vol. 2,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,https://youtu.be/2WhQcK-Zaok,2017-05-05,English,2,40,9
73,2023-02-04 03:29:34.101655+00,The Bourne Identity,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy—but who does he work for?",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/aP8swke3gmowbkfZ6lmNidu0y9p.jpg,https://youtu.be/PGKK5wACwrU,2002-09-25,English,2,3,12
74,2023-02-04 03:33:29.456738+00,The Bourne Supremacy,"When a CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/g09UIYfShY8uWGMGP3HkvWp8L8n.jpg,https://youtu.be/zsrdBGr8NIk,2004-08-19,English,2,48,12
77,2023-02-04 03:37:56.436281+00,Elysium,"In the year 2159, two classes of people exist: the very wealthy who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Rhodes, a hard line government ofﬁcial, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn’t stop the people of Earth from trying to get in, by any means they can. When unlucky Max is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life, but could bring equality to these polarized worlds.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/aRjuJuPXHtVs6YegfeeQWXGRs1E.jpg,https://youtu.be/oIBtePb-dGY,2013-08-09,English,2,49,8
80,2023-02-04 08:40:37.948223+00,Fury,"In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg,https://youtu.be/DDLKxvadWc4,2014-11-11,English,2,51,8
85,2023-02-04 09:03:34.316855+00,Transformers: Revenge of the Fallen,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/pLBb0whOzVDtJvyD4DPeQyQNOqp.jpg,https://youtu.be/fnXzKwUgDhg,2009-06-23,English,2,55,1
88,2023-02-04 09:07:40.240206+00,Transformers: The Last Knight,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/s5HQf2Gb3lIO2cRcFwNL9sn1o1o.jpg,https://youtu.be/sKyLJI91EM0,2017-06-21,English,2,55,1
89,2023-02-04 09:09:29.948713+00,Transformers: Rise of the Beasts,"A ‘90s globetrotting adventure that introduces the Maximals, Predacons, and Terrorcons to the existing battle on earth between Autobots and Decepticons.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/qBcIUgJmDGrcAKbhRwCd6AmO0ZW.jpg,https://youtu.be/WWWDskI46Js,2023-06-09,English,1,56,1
90,2023-02-06 02:41:24.197602+00,The Transporter,"Former Special Forces officer, Frank Martin will deliver anything to anyone for the right price, and his no-questions-asked policy puts him in high demand. But when he realizes his latest cargo is alive, it sets in motion a dangerous chain of events. The bound and gagged Lai is being smuggled to France by a shady American businessman, and Frank works to save her as his own illegal activities are uncovered by a French detective.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/v3QIFUWgtVN4wejVuDZowuyJ20W.jpg,https://youtu.be/0poXFSvX0_4,2002-10-02,English,2,57,22
91,2023-02-06 02:42:50.107789+00,Transporter 2,"Professional driver Frank Martin is living in Miami, where he is temporarily filling in for a friend as the chauffeur for a government narcotics control policymaker and his family. The young boy in the family is targeted for kidnapping, and Frank immediately becomes involved in protecting the child and exposing the kidnappers.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/cdm17vK8PxHfTi7ayZf6WKbOgUO.jpg,https://youtu.be/sYJ5LDoWRT4,2005-09-02,English,2,57,22
92,2023-02-06 02:44:46.331909+00,Transporter 3,"Frank Martin puts the driving gloves on to deliver Valentina, the kidnapped daughter of a Ukranian government official, from Marseilles to Odessa on the Black Sea. En route, he has to contend with thugs who want to intercept Valentina's safe delivery and not let his personal feelings get in the way of his dangerous objective.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ngpLhUccj6mlvAVpiIa7jUcFxhT.jpg,https://youtu.be/aNO-fmVu4RI,2008-12-05,English,2,58,22
93,2023-02-06 02:50:13.512324+00,The Mechanic,"Arthur Bishop is a 'mechanic' - an elite assassin with a strict code and unique talent for cleanly eliminating targets. It's a job that requires professional perfection and total detachment, and Bishop is the best in the business. But when he is ordered to take out his mentor and close friend Harry, Bishop is anything but detached.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/fDAEJr4WLZLJQmckA2JZNICt0u3.jpg,https://youtu.be/CMklQNn0OH0,2011-01-28,English,2,59,23
94,2023-02-06 02:52:18.534366+00,Safe,"After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/kOCpkoMUVae9UIf85gO71SyjLbW.jpg,https://youtu.be/gU-wjVD_58c,2012-04-16,English,2,60,19
95,2023-02-06 02:55:50.521295+00,The Expendables,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert Yin Yang, heavy weapons specialist Hale Caesar, demolitionist Toll Road, and a loose-cannon sniper Gunner Jensen. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/tDynwDj3pvexrEQ8wb0uy8EdcGQ.jpg,https://youtu.be/8KtYRALe-xo,2010-08-13,English,2,61,19
96,2023-02-06 03:03:05.091995+00,The Expendables 2,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/7TZvBW1JiemnjD0XUj3kFh06lWO.jpg,https://youtu.be/ip_CYHdyUBs,2012-08-08,English,2,59,19
97,2023-02-06 03:05:02.459315+00,The Expendables 3,"Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill… or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables’ most personal battle yet.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/d63qz4XeNtbpDC5c70AlSUIbnTQ.jpg,https://youtu.be/JMaMGWWiYSg,2014-08-15,English,2,62,19
98,2023-02-06 03:33:21.827367+00,The Fast and the Furious,"Dominic Toretto is a Los Angeles street racer suspected of masterminding a series of big-rig hijackings. When undercover cop Brian O'Conner infiltrates Toretto's iconoclastic crew, he falls for Toretto's sister and must choose a side: the gang or the LAPD.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/lgCEntS9mHagxdL5hb3qaV49YTd.jpg,https://youtu.be/ZsJz2TJAPjw,2001-06-22,English,2,63,12
100,2023-02-06 03:41:43.86181+00,The Fast and the Furious: Tokyo Drift,"In order to avoid a jail sentence, Sean Boswell heads to Tokyo to live with his military father. In a low-rent section of the city, Shaun gets caught up in the underground world of drift racing",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/cm2ffqb3XovzA5ZSzyN3jnn8qv0.jpg,https://youtu.be/p8HQ2JLlc4E,2006-06-03,English,2,65,12
104,2023-02-06 03:55:43.600501+00,Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/wurKlC3VKUgcfsn0K51MJYEleS2.jpg,https://youtu.be/Skpu5HaVkOc,2015-04-03,English,2,66,12
113,2023-02-06 07:08:07.165082+00,Rampage,"Primatologist Davis Okoye shares an unshakable bond with George, the extraordinarily intelligent, silverback gorilla who has been in his care since birth. But a rogue genetic experiment gone awry mutates this gentle ape into a raging creature of enormous size. To make matters worse, it’s soon discovered there are other similarly altered animals. As these newly created alpha predators tear across North America, destroying everything in their path, Okoye teams with a discredited genetic engineer to secure an antidote, fighting his way through an ever-changing battlefield, not only to halt a global catastrophe but to save the fearsome creature that was once his friend.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/MGADip4thVSErP34FAAfzFBTZ5.jpg,https://youtu.be/coOKvrsmQiI,2018-04-13,English,2,69,7
114,2023-02-06 07:10:00.842421+00,G.I. Joe: Retaliation,"Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/3rWIZMzTKcCtV0eHJ70Z4Ru659f.jpg,https://youtu.be/2vAo4rJPqQ4,2013-03-29,English,2,71,1
118,2023-02-06 07:26:02.022107+00,Central Intelligence,"After he reunites with an old pal through Facebook, a mild-mannered accountant is lured into the world of international espionage.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/7Ou0TRJLi72AwLEUlo7Kym4XuNB.jpg,https://youtu.be/QrgXU1zHfFI,2016-06-17,English,2,73,7
121,2023-02-06 07:31:00.731043+00,Deadpool 2,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg,https://youtu.be/Z5ezsReZcxU,2018-05-10,English,2,74,13
124,2023-02-06 07:35:12.460128+00,The Adam Project,"After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self on a mission to save the future.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/wFjboE0aFZNbVOF05fzrka9Fqyx.jpg,https://youtu.be/X9ebeNKkc08,2022-03-11,English,2,76,15
125,2023-02-06 07:36:49.582277+00,Wonder Woman,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/imekS7f1OuHyUP2LAiTEM0zBzUz.jpg,https://youtu.be/5lGoQhFb4NM,2017-05-31,English,2,77,7
138,2023-02-06 08:21:41.034707+00,Filosofi Kopi 2: Ben & Jody,"After starting their traveling coffee business, friends Ben and Jody reopen their shop in Jakarta, where new opportunities and challenges begin to brew.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/3JCXWQdgepkKxK86drRh8tpViL2.jpg,https://youtu.be/4b56apex1AA,2017-07-13,Indonesia,2,80,25
99,2023-02-06 03:36:39.486171+00,2 Fast 2 Furious,"It's a major double-cross when former police officer Brian O'Conner teams up with his ex-con buddy Roman Pearce to transport a shipment of ""dirty"" money for shady Miami-based import-export dealer Carter Verone. But the guys are actually working with undercover agent Monica Fuentes to bring Verone down.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/6nDZExrDKIXvSAghsFKVFRVJuSf.jpg,https://youtu.be/sWofeRh_53g,2003-06-05,English,2,64,12
102,2023-02-06 03:47:03.796186+00,Fast Five,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/gEfQjjQwY7fh5bI4GlG0RrBu7Pz.jpg,https://youtu.be/uSDNZeRX_1Y,2011-04-28,English,2,65,12
107,2023-02-06 04:05:14.719944+00,Fast X,The tenth installment in the Fast Saga.,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/rHfkMVq4BF5AQlqIqwR1XjcWvDl.jpg,https://youtu.be/ne5E7hOQqn0,2023-05-19,English,1,65,12
108,2023-02-06 06:57:10.670582+00,Jumanji: Welcome to the Jungle,"Four teenagers in detention discover an old video game console with a game they’ve never heard of. When they decide to play, they are immediately sucked into the jungle world of Jumanji in the bodies of their avatars. They’ll have to complete the adventure of their lives filled with fun, thrills and danger or be stuck in the game forever!",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/pSgXKPU5h6U89ipF7HBYajvYt7j.jpg,https://youtu.be/2QKg5SZ_35I,2017-12-20,English,2,68,8
109,2023-02-06 06:58:36.250246+00,Jumanji: The Next Level,"As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/jyw8VKYEiM1UDzPB7NsisUgBeJ8.jpg,https://youtu.be/rBxcF-r9Ibs,2019-12-13,English,2,68,8
110,2023-02-06 07:01:42.631497+00,San Andreas,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/2Gfjn962aaFSD6eST6QU3oLDZTo.jpg,https://youtu.be/Bz9e0PGSDeU,2015-05-28,English,2,69,7
123,2023-02-06 07:33:39.347067+00,6 Underground,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/lnWkyG3LLgbbrIEeyl5mK5VRFe4.jpg,https://youtu.be/YLE85olJjp8,2019-12-13,English,2,55,15
6,2023-02-02 13:49:02.534296+00,Jack Reacher,"When a gunman takes five lives with six shots, all evidence points to the suspect in custody. On interrogation, the suspect offers up a single note: ""Get Jack Reacher!"" So begins an extraordinary chase for the truth, pitting Jack Reacher against an unexpected enemy, with a skill for violence and a secret to keep.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/uQBbjrLVsUibWxNDGA4Czzo8lwz.jpg,https://youtu.be/o54dMG8TTFs,2012-12-28,English,2,2,1
130,2023-02-06 07:51:44.901087+00,John Wick,Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/fZPSd91yGE9fCcCe6OoQr6E3Bev.jpg,https://youtu.be/2AUmvWm5ZDQ,2014-10-24,English,2,1,19
137,2023-02-06 08:18:30.194057+00,Filosofi Kopi,The level-headed owner of a struggling coffee shop finds his future at risk when his partner -- a talented but cocky barista -- makes a major bet.,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/u9GVOc3hDwNGEoLdSdxqdLTGS9A.jpg,https://youtu.be/SIWtKj9j3sw,2015-04-08,Indonesia,2,80,25
140,2023-02-06 08:24:17.378057+00,Headshot,"A young man washes ashore, his memory gone - but his past comes back to haunt him after he is nursed back to health and his killing ability is needed when he takes on a powerful drug lord.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/dpdmO3PNKwCOzf68y8J4Gu19i3r.jpg,https://youtu.be/uDQFd1iQyjw,2016-12-08,Indonesia,2,,
101,2023-02-06 03:44:22.942087+00,Fast & Furious,"When a crime brings them back to L.A., fugitive ex-con Dom Toretto reignites his feud with agent Brian O'Conner. But as they are forced to confront a shared enemy, Dom and Brian must give in to an uncertain new trust if they hope to outmaneuver him. And the two men will find the best way to get revenge: push the limits of what's possible behind the wheel.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/AmY8rE2HzWzZs5S81CygXXYDjki.jpg,https://youtu.be/7GNg6rAg4hg,2009-04-03,English,2,65,12
106,2023-02-06 04:02:25.907524+00,F9: The Fast Saga,Dominic Toretto and his crew battle the most skilled assassin and high-performance driver they've ever encountered: his forsaken brother.,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/bOFaAXmWWXC3Rbv4u4uM9ZSzRXP.jpg,https://youtu.be/aSiDu3Ywi8E,2021-06-11,English,2,65,12
111,2023-02-06 07:03:08.645238+00,Journey 2: The Mysterious Island,"Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/hLZHJjsZ83Wfn3MRteNb6ew0WC7.jpg,https://youtu.be/IVX7OidrkXQ,2012-02-10,English,2,69,7
112,2023-02-06 07:06:59.699739+00,Baywatch,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/6HE4xd8zloDqmjMZuhUCCw2UcY1.jpg,https://youtu.be/Gudy17PDAHo,2017-05-26,English,2,70,1
116,2023-02-06 07:15:45.32879+00,Red Notice,"An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/lAXONuqg41NwUMuzMiFvicDET9Y.jpg,https://youtu.be/T6l3mM7AWew,2021-11-05,English,2,73,15
119,2023-02-06 07:27:15.887481+00,Pain & Gain,"Daniel Lugo, manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul and Adrian as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ddTWL7lZafCJ2VqWdaGg0pl8Adb.jpg,https://youtu.be/SEQ8jyvmYtw,2013-04-26,English,2,55,1
120,2023-02-06 07:30:01.496949+00,Deadpool,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/fSRb7vyIP8rQpL0I47P3qUsEKX3.jpg,https://youtu.be/FyKWUTwSYAs,2016-02-10,English,2,75,13
127,2023-02-06 07:40:55.776035+00,Jack Ryan: Shadow Recruit,"Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/m7HcLUodrD4lM4s0Hui1tzO2pjO.jpg,https://youtu.be/S8EaxDvZt4w,2014-01-16,English,2,22,1
128,2023-02-06 07:44:30.654596+00,The Imitation Game,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg,https://youtu.be/Fg85ggZSHMw,2014-12-19,English,2,43,24
129,2023-02-06 07:48:08.126596+00,A Good Day to Die Hard,"Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/t6tdenc9QnfMymDJa4TzZ8RNnnJ.jpg,https://youtu.be/NbUhLKH9Uoo,2013-02-14,English,2,78,13
134,2023-02-06 08:05:22.972232+00,The Raid,"Deep in the heart of Jakarta's slums lies an impenetrable safe house for the world's most dangerous killers and gangsters. Until now, the run-down apartment block has been considered untouchable to even the bravest of police. Cloaked under the cover of pre-dawn darkness and silence, an elite swat team is tasked with raiding the safe house in order to take down the notorious drug lord that runs it. But when a chance encounter with a spotter blows their cover and news of their assault reaches the drug lord, the building's lights are cut and all the exits blocked. Stranded on the sixth floor with no way out, the unit must fight their way through the city's worst to survive their mission. Starring Indonesian martial arts sensation Iko Uwais.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/Abnm1Ws3JH0ReCfEhLMPwPcMcGO.jpg,https://youtu.be/m6Q7KnXpNOg,2012-03-23,"Indonesia, English",2,79,8
135,2023-02-06 08:06:55.533349+00,The Raid 2,"After fighting his way through an apartment building populated by an army of dangerous criminals and escaping with his life, SWAT team member Rama goes undercover, joining a powerful Indonesian crime syndicate to protect his family and uncover corrupt members of his own force.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/olA39iaXISiKEkACdELgr0ZRvIF.jpg,https://youtu.be/ESyYHtD8Uak,2014-03-28,"Indonesia, English",2,79,8
136,2023-02-06 08:15:38.131571+00,Foxtrot Six,"Escalating climate change is turning the world economy upside down. With crops dying and food price spiking, FOOD has replaced oil as the world's most valuable commodity. Among the very few lands still left fertile, Indonesia is quickly rising as the next economic superpower, when its government is suddenly and ruthlessly overtaken by a popular rogue political party. In just three days, six former Marines must work together, find their long-lost brotherhood, stop a nationwide government- sanctioned genocide, and save millions of lives, for one last shot at redemption. Or die trying.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/o7c8FKCZFIrLKrZSzgqufvNo4mr.jpg,https://youtu.be/QvE-p_weGm4,2019-02-21,English,2,,5
103,2023-02-06 03:50:22.483407+00,Fast & Furious 6,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend, Letty.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/n31VRDodbaZxkrZmmzyYSFNVpW5.jpg,https://youtu.be/z7zl_t48CMc,2013-05-22,English,2,65,12
105,2023-02-06 04:00:16.491585+00,The Fate of the Furious,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/dImWM7GJqryWJO9LHa3XQ8DD5NH.jpg,https://youtu.be/JwMKRevYa_M,2017-04-14,English,2,67,12
115,2023-02-06 07:13:28.28337+00,Black Adam,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/pFlaoHTZeyNkG83vxsAJiGzfSsa.jpg,https://youtu.be/N73oTiIIJe0,2022-10-21,English,2,72,10
