id,movie_id,category_id,created_at
318,104,18,2023-02-06 03:55:43.681412+00
333,108,2,2023-02-06 06:57:10.749941+00
334,108,1,2023-02-06 06:57:10.749941+00
335,108,5,2023-02-06 06:57:10.749941+00
336,108,10,2023-02-06 06:57:10.749941+00
329,106,1,2023-02-06 04:40:44.71943+00
330,106,2,2023-02-06 04:40:44.71943+00
331,106,17,2023-02-06 04:40:44.71943+00
332,106,18,2023-02-06 04:40:44.71943+00
341,110,1,2023-02-06 07:01:43.890956+00
342,110,6,2023-02-06 07:01:43.890956+00
343,110,18,2023-02-06 07:01:43.890956+00
344,111,1,2023-02-06 07:03:08.717871+00
345,111,2,2023-02-06 07:03:08.717871+00
346,111,16,2023-02-06 07:03:08.717871+00
347,112,1,2023-02-06 07:06:59.796545+00
348,112,5,2023-02-06 07:06:59.796545+00
349,112,17,2023-02-06 07:06:59.796545+00
350,113,1,2023-02-06 07:08:07.247117+00
351,113,2,2023-02-06 07:08:07.247117+00
352,113,16,2023-02-06 07:08:07.247117+00
353,114,1,2023-02-06 07:10:00.922134+00
354,114,2,2023-02-06 07:10:00.922134+00
355,114,16,2023-02-06 07:10:00.922134+00
356,114,18,2023-02-06 07:10:00.922134+00
357,115,1,2023-02-06 07:13:28.382002+00
358,115,10,2023-02-06 07:13:28.382002+00
359,115,16,2023-02-06 07:13:28.382002+00
360,116,1,2023-02-06 07:15:45.399772+00
361,116,5,2023-02-06 07:15:45.399772+00
362,116,17,2023-02-06 07:15:45.399772+00
363,116,18,2023-02-06 07:15:45.399772+00
364,117,1,2023-02-06 07:21:44.394081+00
365,117,2,2023-02-06 07:21:44.394081+00
366,117,5,2023-02-06 07:21:44.394081+00
367,117,16,2023-02-06 07:21:44.394081+00
368,118,1,2023-02-06 07:26:02.109765+00
369,118,5,2023-02-06 07:26:02.109765+00
370,118,17,2023-02-06 07:26:02.109765+00
371,118,19,2023-02-06 07:26:02.109765+00
372,119,17,2023-02-06 07:27:15.963957+00
373,119,5,2023-02-06 07:27:15.963957+00
374,120,1,2023-02-06 07:30:01.617456+00
375,120,2,2023-02-06 07:30:01.617456+00
376,120,5,2023-02-06 07:30:01.617456+00
377,121,1,2023-02-06 07:31:00.806493+00
378,121,5,2023-02-06 07:31:00.806493+00
379,121,2,2023-02-06 07:31:00.806493+00
380,122,1,2023-02-06 07:32:19.85173+00
381,122,5,2023-02-06 07:32:19.85173+00
382,123,1,2023-02-06 07:33:39.436911+00
383,123,5,2023-02-06 07:33:39.436911+00
384,123,18,2023-02-06 07:33:39.436911+00
385,124,2,2023-02-06 07:35:12.540187+00
386,124,16,2023-02-06 07:35:12.540187+00
387,125,1,2023-02-06 07:36:49.909768+00
388,125,2,2023-02-06 07:36:49.909768+00
