id,movie_id,actor_id,created_at
610,183,185,2023-02-14 14:20:23.146487+00
611,183,123,2023-02-14 14:20:23.146487+00
612,183,70,2023-02-14 14:20:23.146487+00
613,184,25,2023-02-14 14:21:34.828277+00
614,184,184,2023-02-14 14:21:34.828277+00
615,184,123,2023-02-14 14:21:34.828277+00
616,184,185,2023-02-14 14:21:34.828277+00
617,184,70,2023-02-14 14:21:34.828277+00
618,184,22,2023-02-14 14:21:34.828277+00
619,185,25,2023-02-14 14:22:50.329293+00
620,185,184,2023-02-14 14:22:50.329293+00
621,185,185,2023-02-14 14:22:50.329293+00
622,185,123,2023-02-14 14:22:50.329293+00
623,185,70,2023-02-14 14:22:50.329293+00
624,185,33,2023-02-14 14:22:50.329293+00
625,186,37,2023-02-14 14:31:29.686091+00
626,186,107,2023-02-14 14:31:29.686091+00
627,187,79,2023-02-15 06:09:21.354222+00
628,188,33,2023-02-15 06:17:26.687722+00
629,189,15,2023-02-15 06:19:56.008056+00
630,189,113,2023-02-15 06:19:56.008056+00
631,189,186,2023-02-15 06:19:56.008056+00
632,190,187,2023-02-15 06:23:30.997062+00
633,190,99,2023-02-15 06:23:30.997062+00
634,190,109,2023-02-15 06:23:30.997062+00
635,191,188,2023-02-15 06:30:12.177065+00
636,191,189,2023-02-15 06:30:12.177065+00
637,191,88,2023-02-15 06:30:12.177065+00
638,191,190,2023-02-15 06:30:12.177065+00
639,192,188,2023-02-15 06:32:17.255188+00
640,192,189,2023-02-15 06:32:17.255188+00
641,192,99,2023-02-15 06:32:17.255188+00
642,192,92,2023-02-15 06:32:17.255188+00
643,192,88,2023-02-15 06:32:17.255188+00
644,193,188,2023-02-15 06:33:27.642746+00
645,193,189,2023-02-15 06:33:27.642746+00
646,193,91,2023-02-15 06:33:27.642746+00
650,195,86,2023-02-15 06:39:20.586301+00
651,196,193,2023-02-15 06:46:03.784737+00
652,196,194,2023-02-15 06:46:03.784737+00
653,196,117,2023-02-15 06:46:03.784737+00
654,196,189,2023-02-15 06:46:03.784737+00
655,196,164,2023-02-15 06:46:03.784737+00
661,200,79,2023-02-15 06:57:17.005124+00
662,201,11,2023-02-15 07:01:12.694896+00
663,201,197,2023-02-15 07:01:12.694896+00
664,201,196,2023-02-15 07:01:12.694896+00
667,203,158,2023-02-15 07:22:44.883172+00
668,203,198,2023-02-15 07:22:44.883172+00
669,203,199,2023-02-15 07:22:44.883172+00
670,203,200,2023-02-15 07:22:44.883172+00
671,203,201,2023-02-15 07:22:44.883172+00
672,203,202,2023-02-15 07:22:44.883172+00
693,209,162,2023-02-15 07:56:06.873441+00
694,209,205,2023-02-15 07:56:06.873441+00
695,209,206,2023-02-15 07:56:06.873441+00
696,209,199,2023-02-15 07:56:06.873441+00
647,194,192,2023-02-15 06:36:45.64003+00
648,194,92,2023-02-15 06:36:45.64003+00
649,194,191,2023-02-15 06:36:45.64003+00
656,197,193,2023-02-15 06:47:06.615703+00
657,197,194,2023-02-15 06:47:06.615703+00
673,204,158,2023-02-15 07:23:55.813723+00
674,204,198,2023-02-15 07:23:55.813723+00
675,204,199,2023-02-15 07:23:55.813723+00
676,204,200,2023-02-15 07:23:55.813723+00
677,204,201,2023-02-15 07:23:55.813723+00
678,204,204,2023-02-15 07:23:55.813723+00
658,198,195,2023-02-15 06:48:56.487174+00
659,198,65,2023-02-15 06:48:56.487174+00
665,202,7,2023-02-15 07:07:48.432398+00
666,202,197,2023-02-15 07:07:48.432398+00
679,205,203,2023-02-15 07:25:50.960353+00
680,205,162,2023-02-15 07:25:50.960353+00
681,205,202,2023-02-15 07:25:50.960353+00
682,205,200,2023-02-15 07:25:50.960353+00
683,206,203,2023-02-15 07:27:31.970178+00
684,206,162,2023-02-15 07:27:31.970178+00
685,206,202,2023-02-15 07:27:31.970178+00
686,206,204,2023-02-15 07:27:31.970178+00
687,206,200,2023-02-15 07:27:31.970178+00
690,208,143,2023-02-15 07:54:57.521212+00
691,208,77,2023-02-15 07:54:57.521212+00
692,208,155,2023-02-15 07:54:57.521212+00
697,210,206,2023-02-15 07:58:11.040409+00
698,210,162,2023-02-15 07:58:11.040409+00
660,199,91,2023-02-15 06:55:28.779004+00
688,207,158,2023-02-15 07:53:35.361489+00
689,207,202,2023-02-15 07:53:35.361489+00
699,211,207,2023-02-15 08:03:11.749054+00
700,211,208,2023-02-15 08:03:11.749054+00
701,211,206,2023-02-15 08:03:11.749054+00
702,212,207,2023-02-15 08:04:26.604048+00
703,212,208,2023-02-15 08:04:26.604048+00
704,212,206,2023-02-15 08:04:26.604048+00
705,213,209,2023-02-15 08:05:42.78337+00
708,214,209,2023-02-15 08:07:45.341987+00
709,214,210,2023-02-15 08:07:45.341987+00
710,214,153,2023-02-15 08:07:45.341987+00
711,215,209,2023-02-15 08:09:01.100801+00
712,215,160,2023-02-15 08:09:01.100801+00
713,215,162,2023-02-15 08:09:01.100801+00
714,215,211,2023-02-15 08:09:01.100801+00
715,216,209,2023-02-15 08:10:02.697529+00
716,216,210,2023-02-15 08:10:02.697529+00
717,217,209,2023-02-15 08:11:26.153916+00
718,217,210,2023-02-15 08:11:26.153916+00
719,218,212,2023-02-15 08:22:36.734858+00
720,218,213,2023-02-15 08:22:36.734858+00
721,219,212,2023-02-15 08:24:48.735112+00
722,219,213,2023-02-15 08:24:48.735112+00
723,220,198,2023-02-15 08:27:02.592848+00
724,220,199,2023-02-15 08:27:02.592848+00
725,220,200,2023-02-15 08:27:02.592848+00
726,220,214,2023-02-15 08:27:02.592848+00
727,221,215,2023-02-15 08:35:20.283591+00
728,221,216,2023-02-15 08:35:20.283591+00
729,221,217,2023-02-15 08:35:20.283591+00
730,221,218,2023-02-15 08:35:20.283591+00
731,221,214,2023-02-15 08:35:20.283591+00
732,222,216,2023-02-15 08:38:20.360275+00
733,222,219,2023-02-15 08:38:20.360275+00
734,222,220,2023-02-15 08:38:20.360275+00
735,223,217,2023-02-15 08:42:22.568154+00
736,223,221,2023-02-15 08:42:22.568154+00
737,223,209,2023-02-15 08:42:22.568154+00
738,224,215,2023-02-15 08:44:23.08449+00
739,224,217,2023-02-15 08:44:23.08449+00
740,224,209,2023-02-15 08:44:23.08449+00
741,225,221,2023-02-15 08:48:30.071582+00
742,225,222,2023-02-15 08:48:30.071582+00
743,226,221,2023-02-15 08:49:44.29018+00
744,226,222,2023-02-15 08:49:44.29018+00
745,227,223,2023-02-16 05:13:44.248935+00
746,227,95,2023-02-16 05:13:44.248935+00
747,228,223,2023-02-16 05:15:45.95456+00
748,228,95,2023-02-16 05:15:45.95456+00
749,229,224,2023-02-16 05:20:16.187543+00
750,229,99,2023-02-16 05:20:16.187543+00
751,230,224,2023-02-16 05:21:43.816978+00
752,230,99,2023-02-16 05:21:43.816978+00
753,231,144,2023-02-16 05:25:45.976756+00
754,231,55,2023-02-16 05:25:45.976756+00
755,231,18,2023-02-16 05:25:45.976756+00
756,231,81,2023-02-16 05:25:45.976756+00
757,232,144,2023-02-16 05:28:38.285883+00
758,232,55,2023-02-16 05:28:38.285883+00
759,232,18,2023-02-16 05:28:38.285883+00
760,233,144,2023-02-16 05:30:06.000109+00
761,233,55,2023-02-16 05:30:06.000109+00
762,233,18,2023-02-16 05:30:06.000109+00
763,234,7,2023-03-05 13:15:39.241033+00
764,234,17,2023-03-05 13:15:39.241033+00
765,234,188,2023-03-05 13:15:39.241033+00
766,234,13,2023-03-05 13:15:39.241033+00
767,234,104,2023-03-05 13:15:39.241033+00
768,235,16,2023-03-05 13:20:15.977904+00
769,236,11,2023-03-05 16:08:37.705454+00
770,236,106,2023-03-05 16:08:37.705454+00
